Table S2: differentially regulated genes (DEGs) between mouse GP1 and GP2 clusters;;;;;;
;;;;;;
Gene;baseMean;log2FoldChange;lfcSE;stat;pvalue;padj
ADGB;0,273675202;-0,108509365;0,324930299;0,12327599;0,901888553;
KAT2A;0,188712925;-0,108509377;0,364193826;0,216334441;0,828727065;
PLXNA2;0,327528901;-0,108550357;0,372844192;-0,1369174;0,891096085;0,94952005
KIFAP3;0,87306123;-0,108582486;0,226886442;-0,600166869;0,548395032;0,723890764
HIVEP2;6,787978177;-0,10869433;0,184303569;-0,722879685;0,469753805;0,663357726
GNG7;0,073192213;-0,108783373;0,399854823;0,196718139;0,844048115;
CPT2;0,094213056;-0,108883402;0,393985973;0,184006424;0,854008416;
TCEAL1;0,244248452;-0,108997539;0,322718197;0,091895549;0,926781028;
PFN2;0,284768897;-0,109109901;0,304927271;0,144207009;0,885337007;
CORO7;0,167265948;-0,109133175;0,366108639;0,160859514;0,87220405;
SPRYD7;0,171159641;-0,109246529;0,355924727;0,356318364;0,721602158;
IL1RAPL2;0,992692307;-0,109337636;0,371262298;0,193917385;0,846240571;0,923453704
BIRC3;0,533608836;-0,1093987;0,291214505;0,821956251;0,411101797;0,613148706
TIAM2;6,463058704;-0,10946622;0,205692043;-0,694847876;0,487150641;0,676020384
TERT;0,065228956;-0,109513755;0,401262737;0,173605182;0,862175759;
GFOD1;0,413118601;-0,109624432;0,306398092;0,035929427;0,971338631;0,987971931
ABHD18;0,251530386;-0,109700571;0,325641831;0,147471015;0,882760256;
SNX2;0,613762107;-0,109759237;0,231184002;-0,469110999;0,638990298;0,791033824
ETNK2;0,175163091;-0,109966972;0,375356697;1,078318368;0,280891703;
NSF;0,730534548;-0,110144745;0,228658035;-0,522493594;0,601326706;0,765302498
GAS6;0,571776976;-0,110154144;0,236083174;-0,430746515;0,666652693;0,811848679
ZFP930;0,152236885;-0,11028801;0,384442617;0,293431669;0,769192222;
SLC7A5;0,67671537;-0,11042121;0,250387041;-0,478666035;0,632176232;0,78606648
MDM4;0,99329783;-0,110453334;0,204899031;-0,651549302;0,514691962;0,696572216
RPL14;9,334434754;-0,110478198;0,067652027;-1,670969319;0,094727738;0,233418766
RPS16;19,67449274;-0,110678242;0,053809728;-2,083943467;0,03716531;0,120559219
PRPF39;0,75117099;-0,110736721;0,222099287;-0,529133759;0,596712664;0,761614766
ZRSR1;0,130495587;-0,11074132;0,382369115;0,213302696;0,831090871;
FAM126B;0,318765518;-0,110801065;0,285755736;0,038747065;0,969092049;0,986799853
ARV1;0,088568679;-0,110895939;0,399510984;0,158447482;0,874104201;
ATP7A;0,468375728;-0,110952491;0,286724629;-0,250108262;0,802503627;0,897406669
H3F3B;12,11807156;-0,111034302;0,11602783;-1,040074514;0,298305283;0,50069506
CFAP300;0,220202314;-0,111043002;0,338124483;0,229113746;0,81878051;
GCDH;0,094259732;-0,111175205;0,400457991;0,230875797;0,817411294;
MYRIP;0,091031953;-0,11122457;0,399644176;0,15448101;0,877230483;
ILF2;0,693075125;-0,111378524;0,226677983;-0,545824325;0,585186701;0,752554472
FBL;0,709623315;-0,111473415;0,206644195;-0,582478875;0,560244167;0,73345348
PAFAH1B1;3,889737803;-0,111513631;0,136880649;-0,913513947;0,360972302;0,565349394
PCDH1;0,080384798;-0,111588348;0,398176974;0,120829277;0,90382626;
SNRNP48;0,603587172;-0,1115998;0,259242199;-0,495053349;0,620562463;0,777890082
EDIL3;14,85910105;-0,111650148;0,147000035;-0,882259935;0,377636257;0,580950082
LMNB1;0,338412021;-0,111783964;0,363028082;-0,15719837;0,875088513;0,940818595
WASHC4;0,733748193;-0,11186199;0,228765724;-0,602294742;0,54697796;0,722788149
ZFP369;0,197903306;-0,111878796;0,36623354;0,091966766;0,926724445;
DIAPH3;1,064887648;-0,111918997;0,389459035;-0,16335293;0,870240562;0,937553654
RHBDL2;0,19228428;-0,111939523;0,366319725;0,23329519;0,815532193;
SLC10A6;0,043939539;-0,111982201;0,379545046;0,087139887;0,930560321;
ACADL;0,401558887;-0,112026957;0,274939469;-0,066131372;0,947273234;0,976836211
SRSF1;1,085958475;-0,112050215;0,19083005;-0,69845595;0,484892097;0,67491591
VPS13A;0,505220223;-0,112088764;0,330426582;-0,374039967;0,708374582;0,841117368
DGAT1;0,155532053;-0,112191774;0,358145448;0,340226765;0,733685764;
5031439G07RIK;0,386108909;-0,112237449;0,280489512;-0,192701232;0,847192958;0,923453704
ASPHD2;0,065977236;-0,112336862;0,400714681;0,144187539;0,88535238;
RBM20;0,12723281;-0,112349842;0,387767136;0,13020862;0,896401375;
ARRDC2;0,09950341;-0,112403346;0,395209797;0,142740101;0,886495445;
TFB2M;0,158425419;-0,112507103;0,36298396;0,32981704;0,741538211;
LARP6;0,164650555;-0,112604205;0,379565233;0,080681779;0,935695028;
DDX24;0,7539157;-0,112743265;0,202496979;-0,598913007;0,549230897;0,724711231
FAM167A;0,190427392;-0,112744413;0,397430757;0,037600323;0,97000635;
MTM1;0,237118386;-0,112794402;0,349024909;0,244262353;0,807027638;
ZFP617;0,129310585;-0,112819537;0,385570344;0,273884342;0,784173505;
GNG4;0,085191002;-0,11283894;0,401999163;0,154009969;0,877601875;
UTP18;0,250594599;-0,112906404;0,31795822;0,223024424;0,823516498;
BC067074;0,212000089;-0,112960625;0,341720346;0,161705035;0,871538139;
RTN4R;0,093684163;-0,113019528;0,399018733;0,209443873;0,834101746;
SEC24C;0,418862339;-0,113185108;0,255633492;-0,070523958;0,943776632;0,974620672
XRN2;1,123019172;-0,113223576;0,194490625;-0,685759511;0,492864773;0,679617307
ZFP37;0,151849838;-0,113386319;0,384093081;0,220393719;0,825564537;
TAF4;0,173947857;-0,113416777;0,379685813;0,243382363;0,807709205;
TMEM107;0,587301044;-0,113473974;0,243393017;-0,492128925;0,622628205;0,779403995
USP14;0,702730749;-0,113495604;0,231417054;-0,49498739;0,620609022;0,777890082
DNAJC18;0,327103777;-0,113509384;0,289607084;0,011792064;0,990591512;0,994973256
ZFP991;0,108902647;-0,113552644;0,394341037;0,183962949;0,854042521;
CAPN7;0,706368746;-0,113608731;0,217094192;-0,563256698;0,573260099;0,74282264
MYCBP;0,592919952;-0,11362576;0,241035837;-0,390730801;0,695996229;0,833322531
GAS2L3;0,239492438;-0,113707747;0,397716719;-0,234678815;0,814458032;
NETO2;0,059924162;-0,113726847;0,382244567;0,135717905;0,892044293;
FSTL1;1,994806498;-0,11384473;0,175670911;-0,772678413;0,439712726;0,639994248
UBE2E3;1,137716494;-0,114190658;0,211559871;-0,733081354;0,463508812;0,658896844
PLCG1;0,692847543;-0,114223152;0,218506972;-0,54676435;0,584540638;0,752402012
MOK;0,098502253;-0,114235375;0,398783351;0,093542505;0,925472583;
TMIE;0,069078183;-0,114257813;0,400680339;0,150237493;0,880577246;
ZFP68;0,202862753;-0,114262;0,336628091;0,25478825;0,798886651;
GNL2;0,35554618;-0,11426748;0,26833183;-0,019354179;0,984558563;0,992745206
ELL;0,484281346;-0,114343831;0,251427746;-0,312600551;0,754584159;0,868489276
C1QBP;0,608280387;-0,11457016;0,214879001;-0,50984143;0,610162558;0,771558294
RAD51C;0,079656207;-0,114995846;0,401640663;0,133440487;0,893845028;
VEZT;0,370719839;-0,115107307;0,27657909;-0,050647136;0,959606702;0,983027182
ALAS2;0,228195063;-0,115163967;0,385766047;-0,515848721;0,605960071;
RICTOR;1,141927586;-0,115164164;0,210842201;-0,749219642;0,453724832;0,651986736
NCAM2;0,144210821;-0,115217244;0,380091808;-0,223965782;0,822783929;
MEN1;0,194885304;-0,115278969;0,345099634;0,277698589;0,781243744;
C1QTNF4;0,57073658;-0,115336396;0,226924774;-0,470529473;0,637976783;0,790801833
CPSF7;0,703439537;-0,115420066;0,224732195;-0,562824645;0,573554297;0,743048861
ELMOD2;0,209839383;-0,115558266;0,337935128;0,207191651;0,835860187;
PODNL1;0,052388779;-0,115578592;0,389889621;0,105345971;0,916101287;
ATF1;0,62133044;-0,115820572;0,241370249;-0,421172756;0,673628937;0,816344704
TTC27;0,409655285;-0,115945579;0,299127974;-0,068542226;0,945354007;0,975666904
TSPAN6;2,341001742;-0,115971224;0,151546922;-0,864969349;0,387055612;0,589744779
AJUBA;0,067766136;-0,116057168;0,401906275;0,141285156;0,887644675;
GNA14;0,332961513;-0,11612733;0,39021109;-0,070407149;0,943869602;0,974620672
ANKRD49;0,103890296;-0,116280464;0,392918126;0,139721304;0,888880193;
SLC25A32;0,234957603;-0,116302207;0,334617019;0,196210412;0,844445479;
SLC35F3;0,078718622;-0,116334292;0,39937027;0,136485395;0,89143757;
THEM4;0,16737331;-0,116474326;0,363261313;0,15075681;0,880167558;
PIGV;0,11724086;-0,11649727;0,389756844;0,230149222;0,817975817;
BHLHB9;0,314861416;-0,116633556;0,287147624;0,04179189;0,9666646;0,986191574
CCP110;0,237316708;-0,116635738;0,363818829;0,054431479;0,9565914;
GTF2IRD2;0,119267151;-0,116699838;0,401431813;0,20814946;0,835112269;
CEP89;0,149211903;-0,116718792;0,398824935;-0,029369311;0,976570048;
POGLUT2;0,523426742;-0,116841069;0,226925666;-0,38467998;0,700474529;0,836475928
DNPEP;0,188506772;-0,116875704;0,357373572;0,166057514;0,868111689;
DNAH14;0,079414326;-0,117011686;0,399976307;0,080564853;0,935788019;
ZDHHC14;0,092816337;-0,117065721;0,399985577;0,072075999;0,942541427;
FOXRED1;0,141708839;-0,117100227;0,384676618;0,182691549;0,855040047;
ADAMTS20;0,077431991;-0,117141112;0,386064098;0,057203844;0,954382816;
IL1RAPL1;2,670795114;-0,117149312;0,300204429;-0,70968167;0,477901561;0,669385457
TASP1;0,781216392;-0,117721818;0,235673796;-0,541564854;0,588118309;0,754364117
NDUFAF7;0,147695838;-0,117728398;0,383079128;0,197920906;0,843106947;
NACA;6,073745436;-0,117782598;0,081294998;-1,502433126;0,132985287;0,295882737
BNIP3L;1,102239582;-0,11793514;0,191303633;-0,737173489;0,461016853;0,657597404
SORCS3;0,207253129;-0,118240882;0,394470434;-0,255923592;0,798009837;
ZC3HAV1L;0,198775669;-0,118350764;0,354783722;0,176384197;0,859992119;
LMX1B;0,114239468;-0,118560619;0,405041223;0,120866231;0,90379699;
DAB2IP;0,561083169;-0,118575984;0,252159495;-0,470170662;0,638233093;0,790801833
MICU3;0,731805283;-0,118593219;0,230066014;-0,609066112;0,542480618;0,719389084
CAPRIN1;2,276424807;-0,118705992;0,146330877;-0,933236734;0,350697752;0,55520855
LRATD2;0,204080226;-0,1187454;0,388595328;-0,083005283;0,933847339;
SLC38A4;0,144065894;-0,118766741;0,385604542;0,259045273;0,79560031;
SPTLC2;0,810918263;-0,118936417;0,258460482;-0,496796001;0,619332916;0,777702865
CWF19L2;0,672224323;-0,119016646;0,264648906;-0,637876986;0,52355376;0,704574514
DNAJC22;0,069949481;-0,119198639;0,403139601;0,148646762;0,881832372;
2610021A01RIK;0,129518035;-0,119252041;0,391138326;0,154015654;0,877597393;
EHMT1;1,076561513;-0,119313491;0,20440026;-0,704338193;0,481222187;0,672520186
IPPK;0,63502881;-0,119353639;0,30530414;-0,67456768;0,499950473;0,684978459
EHF;0,083064273;-0,119697323;0,387106482;0,009838066;0,992150486;
DIAPH2;2,827312675;-0,119739861;0,201955297;-0,832849827;0,404929429;0,605979671
BIN1;0,28781599;-0,119776216;0,299345279;0,088302527;0,92963623;
PEX1;0,148126462;-0,119898682;0,381656523;0,179922228;0,857213625;
RBP1;0,110265339;-0,120015896;0,402317715;0,074938092;0,940263969;
NUMA1;1,013621421;-0,120028682;0,20787241;-0,724155016;0,468970572;0,663005278
EIF2AK1;0,309641217;-0,12003833;0,323695183;0,01104954;0,991183922;0,995028203
USP47;1,779899426;-0,120272564;0,176714563;-0,805771705;0,420374496;0,621323168
1700016D06RIK;0,092156187;-0,120486462;0,400797332;0,266398772;0,789932111;
SNX24;1,165591824;-0,120503419;0,21084654;-0,805110181;0,420756101;0,621726189
MAST2;2,866140412;-0,120658959;0,220722089;-0,905093818;0,365415687;0,570055813
PARN;0,606725327;-0,120678251;0,240915676;-0,477614504;0,632924606;0,786724353
SKI;4,810198311;-0,120770607;0,15336414;-0,92138129;0,356851394;0,56120528
ACAP3;0,104974188;-0,120910657;0,400403701;0,211263194;0,832681902;
FGF20;0,089032279;-0,120919529;0,398948418;0,184139624;0,853903922;
SHFL;0,10897394;-0,120949204;0,395599133;0,148914202;0,881621335;
TMEM198B;0,073064384;-0,121054657;0,40291962;0,136702397;0,891266035;
RFTN2;1,54701003;-0,121058753;0,187699914;-0,825432896;0,409125865;0,610788242
ABCA2;0,11456831;-0,12114745;0,398238418;0,094246924;0,924913011;
4930523C07RIK;4,812772308;-0,121147933;0,208899763;-0,75058037;0,452905239;0,650969703
TAF12;0,362821936;-0,121172969;0,271164207;0,041861536;0,96660908;0,986191574
ATXN2L;0,828750906;-0,121239873;0,219215388;-0,723118297;0,469607209;0,663301497
MPDU1;0,213216447;-0,121251158;0,329054663;0,182120767;0,855487952;
TRMT9B;0,082268977;-0,121319083;0,405590233;0,169854149;0,865124841;
CUL4A;0,515919141;-0,121426149;0,245676628;-0,371050639;0,710599815;0,842413368
AK2;0,623584818;-0,12159622;0,233284187;-0,526422231;0,598594873;0,762969968
MAIP1;0,097807595;-0,12186608;0,398993475;0,208757024;0,834637922;
ECHDC2;0,250344615;-0,12187567;0,304378657;0,196672091;0,844084152;
NEGR1;0,578971772;-0,121930037;0,35650468;-0,492982386;0,622025033;0,779278973
SRGAP3;0,693438457;-0,122141896;0,277894882;-0,694284026;0,487504107;0,676020384
FASN;1,09559305;-0,12219852;0,19989;-0,726773786;0,467364544;0,661378192
FZD2;0,838458196;-0,122279447;0,204910766;-0,706029159;0,480170004;0,671654147
USP6NL;2,74369947;-0,122316759;0,169750436;-0,899043224;0,368629638;0,572768211
MRTFA;0,857029587;-0,122475731;0,243579142;-0,691855802;0,489027889;0,676880849
AASDHPPT;0,326395136;-0,122538862;0,307889415;0,02205863;0,982401187;0,992060054
ABHD2;2,192077356;-0,122578456;0,191246347;-0,785476978;0,432173963;0,633773527
PARP1;0,301102757;-0,122732408;0,294175938;0,045242529;0,963913995;
TCF7L2;3,31583874;-0,122791882;0,175443712;-0,839682894;0,401086208;0,602842372
SPOPL;0,602831384;-0,122895299;0,263439749;-0,473859381;0,635600186;0,789196154
TMEM86A;0,075321133;-0,122923268;0,398876697;0,077459957;0,938257645;
TMEM47;0,185467486;-0,12299523;0,378340409;0,237852022;0,811995869;
HEBP2;0,20686018;-0,122998752;0,346115966;0,344319501;0,73060602;
ILF3;0,851351942;-0,123050049;0,20736318;-0,726924678;0,467272099;0,661378192
DHRS13;0,088635411;-0,123208773;0,405945202;0,147738013;0,882549531;
TCTN2;0,147831318;-0,123221891;0,380711746;0,149818688;0,880907665;
KNTC1;0,119674269;-0,123312602;0,403713402;0,038200536;0,969527794;
CHDH;0,223721774;-0,123371424;0,365727132;-0,0112647;0,99101226;
CCAR1;1,101483591;-0,123406962;0,199384251;-0,746385875;0,45543435;0,65248113
PTGES3;2,093428;-0,123468485;0,145212264;-0,95558645;0,33928121;0,542780035
FNBP4;0,707345225;-0,12354118;0,232755226;-0,592394916;0,55358617;0,72764613
FAM210A;0,361480682;-0,123746013;0,278729492;-0,079851536;0,936355336;0,97084619
KIF7;0,118970903;-0,123760166;0,400145043;0,112021333;0,910806492;
CEP295;0,403010465;-0,123768521;0,317100665;-0,314305888;0,753288727;0,867991087
LDB1;0,460576787;-0,123811035;0,25857699;-0,213227241;0,831149721;0,914794839
ZFP426;0,141870193;-0,124033497;0,389165537;0,168416904;0,86625531;
RPL21;16,28539799;-0,124064885;0,062873949;-2,012804085;0,044135244;0,136674046
HS3ST5;0,106116941;-0,124104757;0,38993482;-0,223140015;0,823426536;
DAB1;0,095575005;-0,124127556;0,398399897;-0,010405026;0,99169814;
APELA;0,065318053;-0,124349002;0,391032508;-0,022502831;0,982046854;
MOB4;0,812785693;-0,124381385;0,213763318;-0,722521985;0,469973614;0,66348243
SERPINB9;0,095899762;-0,124391424;0,40141814;0,056033382;0,955315214;
MTFR2;0,224705984;-0,124397464;0,370715232;0,080210151;0,936070117;
TWNK;0,114252892;-0,124444349;0,396837744;0,220635144;0,825376534;
PTGDS;0,069571409;-0,124569148;0,395367246;0,022100607;0,982367702;
ZFP329;0,202206961;-0,124717827;0,346581904;0,14349702;0,885897665;
FAM135A;0,782429195;-0,124812744;0,210471958;-0,676106599;0,498972967;0,684696283
GUF1;0,21263962;-0,124911492;0,350108334;0,101323352;0,919293779;
CYBA;0,669135921;-0,124964008;0,229260434;-0,576187052;0,564488756;0,737456183
DDHD2;0,493856443;-0,125096541;0,255887664;-0,369892557;0,711462548;0,842953528
TRIM35;0,511543781;-0,125221004;0,25239327;-0,411730463;0,680536994;0,821670711
PUS3;0,075413516;-0,125251041;0,405135721;0,127058631;0,898893994;
B3GALT6;0,275048078;-0,125254109;0,316081081;0,119221907;0,905099551;
AKR1E1;0,154702074;-0,125494868;0,376077542;0,202988254;0,839144213;
FLRT1;0,076356076;-0,125701419;0,406666982;0,19062819;0,848816903;
DHX29;0,236427459;-0,125893483;0,330580816;0,235715082;0,813653766;
TAB1;0,106255286;-0,125896465;0,398359589;0,186306303;0,852204565;
3300002I08RIK;0,147057794;-0,125965836;0,377224313;0,183456546;0,854439811;
TRAPPC11;0,2431017;-0,126083104;0,324741621;0,18071169;0,856593882;
KLHL9;0,944808159;-0,12613384;0,191579509;-0,770226829;0,441165352;0,641657496
EPCAM;0,138927267;-0,126226009;0,402671006;-0,097190688;0,922574963;
EEF1D;3,094761794;-0,126448755;0,106438693;-1,264626906;0,206005103;0,393514154
MOGS;0,469025928;-0,126459046;0,242247136;-0,348157829;0,727721657;0,851819659
CD74;0,105196675;-0,126471093;0,40183483;-0,094497952;0,924713609;
FRMD4B;2,268837803;-0,126631652;0,237400647;-0,732695478;0,463744183;0,658915568
TCF7L1;1,986597174;-0,126783578;0,196869151;-0,791923965;0,428405012;0,62976125
NGF;0,080841501;-0,126975828;0,395801314;-0,040493843;0,967699416;
EXOC8;0,054003927;-0,127029962;0,404994313;0,120835667;0,903821199;
HAS1;0,156261469;-0,127271032;0,402662065;-0,198385955;0,842743105;
SLC22A23;0,174801835;-0,127282461;0,405981411;0,198522988;0,842635901;
SYT14;0,122940709;-0,127290831;0,393292904;-0,099737452;0,920552766;
CCDC113;0,075489615;-0,127338292;0,406609367;0,105347851;0,916099794;
TRP53BP1;0,769859878;-0,127379308;0,222118796;-0,696032327;0,486408585;0,676020384
IZUMO4;0,117125411;-0,127386937;0,403250548;0,213134025;0,831222427;
PALMD;0,206498529;-0,127472661;0,369392021;-0,043494112;0,965307658;
ZFP959;0,089917724;-0,127635512;0,406041516;0,127507402;0,898538815;
CCDC15;0,268386895;-0,127694701;0,345583938;-0,048197013;0,961559231;
BLM;0,271262192;-0,127833603;0,334846732;-0,003244504;0,997411265;
H2-Q4;0,09200164;-0,128152523;0,404544774;-0,008488449;0,993227279;
BCAR3;0,649997568;-0,128208952;0,27262697;-0,528520483;0,597138134;0,76184475
SOX12;0,158523233;-0,128315734;0,371669967;0,203424731;0,838803071;
POGZ;0,564776052;-0,128420652;0,247581619;-0,418140562;0,67584435;0,817753234
CDKL3;0,20025689;-0,128444613;0,355560399;0,124307667;0,901071677;
MED28;1,043271402;-0,128566583;0,186672278;-0,807766772;0,419224857;0,620756144
RAD52;0,156720625;-0,128608109;0,393313633;-0,076763095;0,93881201;
DGUOK;0,469099133;-0,128622456;0,271792672;-0,309175251;0,757188219;0,870080136
FZD1;0,206266839;-0,128663045;0,36539965;0,3380114;0,735354597;
FRG2F1;0,089156876;-0,12870106;0,405962327;0,129296871;0,897122747;
RPS28;27,94714433;-0,128857811;0,053086733;-2,452293898;0,014194867;0,057482734
TOM1;0,418259723;-0,128890701;0,281231957;-0,065066786;0,948120826;0,97697568
EMILIN2;0,059668036;-0,128897195;0,402702311;0,092459145;0,92633325;
ENOX2;0,628928307;-0,128897789;0,289068211;-0,483408625;0,628805625;0,78367422
ZFP459;0,054528433;-0,12909853;0,396073336;0,03648966;0,970891923;
CSDC2;0,135881992;-0,129103497;0,401534052;0,220604728;0,825400219;
ANKRD54;0,172867488;-0,12918678;0,362284708;0,14271918;0,886511969;
RPL3;11,22755574;-0,129564605;0,0678156;-1,958237293;0,050202175;0,150873687
BBOF1;0,108991859;-0,129749457;0,395557199;0,13332457;0,893936697;
NTN1;0,245281473;-0,129950077;0,404739594;-0,194571118;0,845728715;
MINDY2;0,767132939;-0,129978071;0,255947387;-0,46103056;0,64477668;0,795502033
OGA;1,199942594;-0,129993978;0,214512501;-0,865448408;0,386792721;0,589633468
NEMP1;0,305428867;-0,130025206;0,33110008;0,047298186;0,962275574;0,983340258
ZFX;0,916862989;-0,130175131;0,218285405;-0,754801527;0,450368077;0,648964625
RABL3;0,221906515;-0,130210136;0,34254729;0,097928311;0,921989219;
RNF215;0,217475569;-0,130233733;0,344334362;0,217623892;0,827722167;
ITPR2;3,49987053;-0,130328402;0,222618396;-0,988039932;0,323133092;0,525930941
BMP3;0,102587985;-0,130340946;0,395469151;-0,001495184;0,998807016;
TXNRD1;1,347063853;-0,130364155;0,222780873;-0,752734353;0,451609562;0,650150313
ROBO2;0,279853853;-0,130381578;0,40470785;-0,360823741;0,718231214;
PPP1R12C;0,457794843;-0,13041017;0,255102803;-0,289244909;0,772393967;0,879096981
COPS8;0,709494591;-0,130466123;0,222938861;-0,63968013;0,522380576;0,70330042
PRORSD1;0,831183428;-0,130574801;0,202850596;-0,759521454;0,447540686;0,646089412
F13A1;1,439124906;-0,130680361;0,396578251;-3,056575327;0,002238812;0,012696444
DDHD1;1,383256557;-0,130757431;0,241910984;0,655622942;0,51206676;0,694780585
COQ7;0,324682773;-0,130798021;0,307798142;0,049962674;0,960152133;0,983286366
GRK4;0,144461843;-0,130802974;0,393873333;0,156233091;0,875849294;
PDE8A;1,118985218;-0,130833583;0,244799614;-0,798899271;0,424348822;0,625546958
EFHC1;0,140489778;-0,130857261;0,388087506;0,16017756;0,872741206;
PTGER3;0,057249727;-0,130989883;0,396510953;0,011113677;0,991132751;
CACNB3;0,176812775;-0,131074889;0,364019484;0,10235293;0,918476544;
H2-DMB1;0,164970875;-0,131229038;0,36919915;0,140694234;0,888111501;
PAQR7;0,080563862;-0,131360434;0,394694148;-0,000885503;0,999293471;
PHYKPL;0,346906033;-0,131411623;0,289265712;-0,099294692;0,920904293;0,964860426
SDC4;15,01992825;-0,131901142;0,103876698;-1,357658491;0,174572074;0,354872699
VPS37A;0,828233266;-0,13191922;0,236533037;-0,789558259;0,429785793;0,631347623
WDR3;0,155975877;-0,131941428;0,375884104;0,165286471;0,868718507;
TTC30B;0,074034051;-0,132147477;0,407675604;0,126169513;0,899597744;
AFTPH;0,788143642;-0,132438659;0,253403536;-0,727331279;0,467023041;0,661378192
SLPI;1,034326816;-0,132671381;0,333082488;-1,21640052;0,223832386;0,41444078
ZFP444;0,09455336;-0,132917057;0,40690942;0,19659417;0,844145134;
CSAD;0,706743636;-0,133054792;0,238797452;-0,601244767;0,547676972;0,723404072
POLR1C;0,458010434;-0,133206358;0,244429309;-0,347337977;0,728337423;0,852219264
TPM3;4,199149179;-0,133472926;0,167050301;-0,956003179;0,339070628;0,542582881
CHSY3;5,833474819;-0,133600286;0,193295397;-0,867088897;0,385893304;0,588985062
PER2;0,263707312;-0,133717966;0,377555939;0,074461892;0,940642863;
ELK1;0,117800941;-0,133745312;0,384326726;0,237434556;0,812319684;
LRRC8D;0,490916365;-0,133812728;0,298966719;-0,201114795;0,840608814;0,920638567
ANP32A;0,671234521;-0,13387946;0,213423489;-0,67192479;0,501631578;0,686071194
ING4;0,378954969;-0,133989638;0,283446806;-0,144294903;0,885267603;0,946357314
TSEN15;0,297070531;-0,134141714;0,297893617;0,067188782;0,946431416;
WWTR1;10,14280299;-0,134385314;0,149909847;-1,034152839;0,301064718;0,503286875
QRICH1;1,067971332;-0,134464635;0,217155915;-0,834137082;0,404203741;0,605217639
HSP90AA1;4,997854466;-0,134468071;0,146296239;-1,040807269;0,297965006;0,500529642
SHLD2;0,22419784;-0,134641344;0,355752353;0,164192583;0,86957954;
MAPK10;0,082599351;-0,134743854;0,402632147;-0,056225491;0,955162175;
CDK16;0,381274858;-0,134802318;0,25995731;-0,172727212;0,862865853;0,933494023
SLC27A6;0,24435711;-0,134818713;0,356347137;0,018038852;0,985607859;
TDP1;0,201818119;-0,134962893;0,36427707;0,117320613;0,906605991;
RASSF6;0,065418453;-0,135039738;0,398423045;0,003112008;0,997516981;
CCDC90B;0,667643982;-0,135062443;0,213831647;-0,68384595;0,494072448;0,680980263
POLK;0,302479073;-0,135462577;0,334597029;0,017274282;0,986217803;0,992769333
ZFP182;0,230789057;-0,135518507;0,363506664;0,127122383;0,898843536;
ZFP512;0,264208277;-0,135787276;0,32912316;-0,033725338;0,973096174;
RIDA;0,266717472;-0,135964001;0,306279448;0,161015933;0,872080851;
CAAA01118383.1;0,300848409;-0,135992181;0,328189257;0,070968952;0,943422466;
PNPLA7;0,340523132;-0,136066266;0,313973141;-0,140922316;0,887931313;0,948014749
B3GALT5;0,110128183;-0,136176929;0,407106691;-0,114834959;0,908575939;
IFT43;0,567474857;-0,136239449;0,218939866;-0,556872317;0,57761467;0,746331985
ASPSCR1;0,414620961;-0,136314255;0,301447991;-0,185784087;0,852614084;0,926112728
PTCH1;4,93154949;-0,136550907;0,179769561;-0,928533568;0,353130864;0,557528129
HIGD2A;1,183714955;-0,13655678;0,168490365;-0,920714309;0,357199604;0,561396854
ANXA2;6,096285507;-0,136660573;0,135808088;-1,120745935;0,262396023;0,459890749
KBTBD11;0,054444443;-0,136898696;0,406669023;0,110576708;0,911952018;
CREBZF;0,329001106;-0,136914916;0,279466896;-0,086055432;0,931422352;0,969340869
IER3;1,878652674;-0,13707497;0,237468443;-0,791891084;0,428424186;0,62976125
CTNNA3;0,177515843;-0,137220714;0,401643898;-0,281165717;0,778583298;
VASP;0,534033864;-0,13737958;0,234991253;-0,504617517;0,613827504;0,774862113
SLC24A3;0,187390139;-0,13749402;0,407286831;-0,145328301;0,884451671;
PRKCG;1,595824585;-0,137503298;0,294186129;-0,997249314;0,318643509;0,523482868
ABLIM1;0,087823307;-0,137584048;0,411010985;0,087281853;0,930447478;
ACOT1;0,289024358;-0,137610483;0,316199274;-0,038884281;0,968982649;
PTPN11;0,996328146;-0,137688424;0,197359329;-0,841314929;0,400171529;0,602050264
DAPP1;0,124082397;-0,137841777;0,39545127;0,205082738;0,837507483;
UPF2;0,973159974;-0,138001142;0,191934687;-0,840560703;0,400594081;0,602394198
CAML;0,313247849;-0,13832674;0,304923239;-0,052457504;0,958164156;0,982617737
NECAP1;0,229426772;-0,138335663;0,319038162;0,064172459;0,948832907;
SOX6;22,75366475;-0,138365325;0,130152556;-4,296066849;1,74E-05;0,000190811
SLC4A1;0,117088321;-0,138484071;0,396665134;-0,079959968;0,936269095;
UBR1;0,904932638;-0,138559122;0,230141206;-0,74859924;0,45409879;0,652041339
ASAP3;0,578216801;-0,13865697;0,311331217;0,667578048;0,504402974;0,688497314
TMEM87B;0,53163722;-0,138883524;0,2348522;-0,429842721;0,667310054;0,812013723
ABCA5;0,370781156;-0,138911262;0,28632501;-0,207837217;0,835356072;0,916501576
GM7694;0,068364628;-0,138943545;0,411194511;0,107198756;0,914631302;
ARGLU1;1,341401412;-0,138946645;0,183430974;-0,915495766;0,359931424;0,564477154
MYOZ2;0,074765468;-0,139062077;0,414378991;0,161290755;0,871864404;
SYN1;0,146179544;-0,139084851;0,397624597;0,118743529;0,905478549;
TMEM201;0,07633719;-0,139103225;0,413688671;0,148271579;0,882128444;
