param_id,row_index,layer,node_id,parameter,value,value_min,value_max,unit,conditions,species,site,age,sex,source_ref,uncertainty,value_unverified,superseded_model,notes
p_ba4f9885d1,p00650,L1,perichondrial_tgfb_restraint,TGF-beta1 add-back that normalises mutant elongation,2,2.0,2.0,ng/ml recombinant mouse TGF-beta1,"newborn metatarsal rudiments in alphaMEM with BSA, ascorbate, beta-glycerophosphate, medium changed daily, length by ImageJ over a 14-day culture; total TGF-beta1 in conditioned medium by ELISA. Mutant metatarsals grew longer and released less TGF-beta1 than wild-type",mouse,,,,sedes2022,"THE CAUSAL STEP: a correlation between low TGF-beta and long bones could run either way; an add-back that normalises growth cannot. One concentration, no dose-response reported, organ culture rather than a living animal, and metatarsals rather than a weight-bearing long bone.",False,False,
p_fd25ee4e47,p00651,L1,perichondrial_tgfb_restraint,where fibrillin-1 and the latent TGF-beta binding proteins sit,"exclusively in the OUTER layer of the perichondrium; LTBP-3 and LTBP-4 reduced, LTBP-1 not",,,immunohistochemical signal intensity,"immunohistochemistry of fibrillin-1 with LTBP-1, -3 and -4 in mouse perichondrium",mouse,,,,sedes2022,"The selectivity for LTBP-3 and -4 over LTBP-1 matches what the same group found in the fibrillin-1-deficient aorta, so the sequestration defect is a property of the fibrillin-LTBP interaction rather than of this tissue.",False,False,
p_2f8707eea7,p00652,L1,perichondrial_tgfb_restraint,transcriptional consequence in the fibrillin-1-deficient perichondrium,"1114 genes down, 529 up; TGF-beta signalling predicted DOWN and KDM5A predicted UP",,,differentially expressed genes,RNA-seq of perichondral tissue isolated by laser capture microdissection from P4 Fbn1-Scx-/- and wild-type mice; Reactome enrichment dominated by ECM assembly including elastic and collagen fibre formation; qPCR confirmed significant decreases in Tgfb1 and its targets Col1a1 and SerpinF1,mouse,,,,sedes2022,"KDM5A, A HISTONE DEMETHYLASE, CAME OUT AS THE JOINT TOP DYSREGULATED PATHWAY AND THE AUTHORS EXPLICITLY DID NOT PURSUE IT - ""KDM5A contribution to bone lengthening was not further explored in this study"". That is a named, unexplored lead on long bone length sitting in the paper that solved the mechanism, and it is druggable as a class.",False,False,
p_809e746bdb,p00653,L1,perichondrial_tgfb_restraint,prior organ-culture result the mechanism explains,perichondrium removal lengthens bones; recombinant TGF-beta shortens them,,,"qualitative, embryonic bone rudiment culture","cited by sedes2022 as established prior work, with the perichondrium shown to mediate the inhibitory effect of exogenous TGF-beta on BOTH proliferation and terminal differentiation of growth plate chondrocytes",mouse,,,,sedes2022,"SECONDARY CITATION, not measured in sedes2022 - recorded because it means the direction was known in organ culture long before the fibrillin mechanism was found, and because the double action on proliferation and differentiation is what makes this a two-term lever.",False,False,
p_6d9be34cb7,p00654,L1,perichondrial_tgfb_restraint,direction of the TGF-beta change in fibrillin-1-deficient perichondrium,decreased LTBP-3 and LTBP-4 accumulation with reduced phosphorylated Smad2,,,"qualitative, immunohistochemistry",outer perichondrium of Fbn1-deficient mice,mouse,,,,sedes2022,"THIS IS LOSS OF TGF-BETA SIGNALLING, NOT EXCESS, and it runs against the account most readers will bring from the aortic Marfan literature, where excess TGF-beta is the standard story. The two need not conflict - different tissue, different LTBP complement - but any argument that imports the aortic direction into bone is importing the wrong sign.",False,False,
p_3e7fd0ba0c,p00655,L1,perichondrial_tgfb_restraint,effect of losartan on the growth plate of normal mice,elongated hypertrophic zone with increased Col10a1 and minimal change in proliferation,,,qualitative histomorphometry,wild-type mice treated with losartan in utero from conception to 1 day of age; a separate cohort treated from birth to 6 weeks gave trabecular BV/TV +98% and cortical thickness +9% through reduced osteoclastogenesis,mouse,,,,chen2015,"READ THE ENDPOINT CAREFULLY. This paper measured hypertrophic zone HEIGHT and bone MASS. IT DID NOT MEASURE BONE LENGTH. An elongated hypertrophic zone is equally consistent with faster hypertrophy and with slower clearance at the chondro-osseous junction, and those have opposite consequences for elongation - hunziker1989 and wilsman1996 both turn on exactly that distinction. So this row establishes that an approved drug reaches the growth plate and changes it, and establishes nothing about height.",False,False,
p_51930099a3,p00656,L1,perichondrial_tgfb_restraint,direction of TGF-beta/Smad3 action on terminal hypertrophic differentiation,repression,,,qualitative,"Smad3 exon 8 targeted disruption in mouse; growth plate chondrocytes examined shortly after weaning, plus embryonic metatarsal rudiment culture with TGF-beta1",mouse,,,,yang2001,"Smad3-null mice show ENHANCED terminal differentiation of growth plate chondrocytes and abnormally increased numbers of collagen X expressing cells, and TGF-beta1 significantly inhibits differentiation of wild-type metatarsal rudiments while the inhibition is lost in Smad3-null rudiments. So the brake is real and Smad3-dependent. The same mice develop degenerative joint disease resembling osteoarthritis, which is the standing cost of removing this brake and is not a side note.",False,False,
p_f88208d98b,p00657,L1,perichondrial_tgfb_restraint,distribution of fibrillin microfibrils across growth plate zones,fibrillin-1 more abundant in resting and proliferative zones than hypertrophic; fibrillin-2 highest in the calcified region,,,qualitative immunolocalisation,"calf metacarpal and vertebral growth plate, dual immunostaining of fibrillin-1 with elastin, with fibrillin-2, and with collagen X",bovine,,,,yu2013,"No elastin fibres were found in either the proliferative or hypertrophic zone, so these are microfibrils acting without elastin - consistent with a growth-factor-sequestering rather than an elastic role, though the authors note a mechanical role is also possible. The zonal pattern puts fibrillin-1 where the cells are still cycling rather than where they enlarge.",False,False,
p_9ba84da652,p00658,L1,perichondrial_tgfb_restraint,stature direction of FBN1 mutations in humans,"tall in Marfan; SHORT in Weill-Marchesani, acromicric dysplasia and geleophysic dysplasia",,,"qualitative, opposite directions from one gene","human clinical genetics, as summarised in the context of fibrillin microfibril organisation in the growth plate",human,,,,yu2013,"THE REASON NO SCREEN MAY EVER ASSIGN A DIRECTION TO THIS GENE. FBN1 behaves like FGFR3: the gene is implicated in stature in both directions and only the allele carries a sign. Any therapeutic reasoning that treats FBN1 or its pathway as directionally ""pro-growth"" because Marfan patients are tall is making the error target_screen.py was rebuilt to prevent.",False,False,
p_378946ac9e,p00659,L1,prehypertrophic_chondrocyte,volume range occupied by phase 1 of enlargement,600-2000,600.0,2000.0,fl,mouse proximal tibia; dry mass density held at 0.183 pg/fl,mouse,,,,cooper2013,approximate,False,False,
p_cfd8c5b7de,p00660,L1,prehypertrophic_chondrocyte,fold volume increase during phase 1,3,3.0,3.0,fold,mouse proximal tibia,mouse,,,,cooper2013,approximate,False,False,
p_e43d8f1209,p00661,L1,prehypertrophic_zone,volume increase during phase 1 of enlargement,600 to 2000,600.0,2000.0,fl,mouse proximal tibia; ~3-fold at constant dry mass density 0.183 pg/fl,mouse,,,,cooper2013,approximate values as stated,False,False,
p_3a2116f124,p00662,L1,primary_spongiosa,direction of primary spongiosa height change with age,decreasing,,,qualitative,"human rib, birth to adolescence, greatest change in first postnatal year",human,,,,byers2000,absolute values not available from abstract,False,False,
p_b84b001770,p00663,L1,primary_spongiosa,"direction of bone trabecular thickness change with age, primary spongiosa",increasing,,,qualitative,"human rib, birth to adolescence",human,,,,byers2000,not reported,False,False,
p_e58454a5e6,p00664,L1,primary_spongiosa,"direction of bone trabecular number change with age, primary spongiosa",decreasing,,,qualitative,"human rib, birth to adolescence",human,,,,byers2000,not reported,False,False,
p_b23441f56b,p00665,L1,primary_spongiosa,bone mineral volume in secondary spongiosa across age,stable,,,qualitative,"human rib, birth to adolescence, contrasted with primary spongiosa",human,,,,byers2000,not reported,False,False,
p_9046773bcd,p00666,L1,proliferative_chondrocyte,total cell cycle time,30.9,30.9,30.9,h,"proximal tibia, 28-day-old rat",rat,,,,wilsman1996a,not reported,False,False,
p_b1f1f5e810,p00667,L1,proliferative_chondrocyte,total cell cycle time,76.3,76.3,76.3,h,"proximal radius, 28-day-old rat",rat,,,,wilsman1996a,"significantly different from all other plates, p<0.05",False,False,
p_492b39c07c,p00668,L1,proliferative_chondrocyte,S phase duration,3.4-6.1,3.4,6.1,h,"four rat growth plates, 28-day-old",rat,,,,wilsman1996a,range across plates,False,False,
p_390faf47d4,p00669,L1,proliferative_chondrocyte,G2 phase duration,3.0,3.0,3.0,h,"four rat growth plates, 28-day-old",rat,,,,wilsman1996a,not reported,False,False,
p_3cb6acefe8,p00670,L1,proliferative_chondrocyte,M phase duration,0.5-0.6,0.5,0.6,h,"four rat growth plates, 28-day-old",rat,,,,wilsman1996a,range across plates,False,False,
p_c3f112d6c3,p00671,L1,proliferative_chondrocyte,cell volume at the start of hypertrophic enlargement,600,600.0,600.0,fl,"mouse proximal tibia, dissociated live cells",mouse,,,,cooper2013,approximate,False,False,
p_468a856e55,p00672,L1,proliferative_zone,cells per proliferative column,24,24.0,24.0,cells,"human distal femur, cell counts on histological sections",human,,,,kember1976,not reported; single-study value,False,False,
p_707ef2c8d3,p00673,L1,proliferative_zone,total cell cycle time,30.9-76.3,30.9,76.3,h,"four growth plates, 28-day-old rat, in vivo BrdU",rat,,,,wilsman1996a,range across plates; differences significant at p<0.05 except proximal tibia vs distal radius,False,False,
p_39cbef1c33,p00674,L1,proliferative_zone,direct contribution of cell division to elongation,9,9.0,9.0,% of elongation,"proximal tibia, 28-day-old rat",rat,,,,wilsman1996,"not reported PROVENANCE FLAG, added 2026-08-06 by the transitive method audit: THIS IS A CALCULATED PARTITION, NOT A MEASUREMENT, and the paper states its assumptions plainly - 'the calculation of the relative contributions to elongation ... requires making two assumptions. First, we continue to assume steady-state kinetics over a short time span (24 hours). Second, we assume that the growth plate is modeled as a two-compartment system (cells and matrix).' The proliferative zones are further 'modeled as circular cylinders of diameter 1'. THE THREE SHARES ARE NOT INDEPENDENT ESTIMATES: they are one volume budget divided three ways and sum to 100% by construction, and matrix volume per cell is obtained as the COMPLEMENT of the cell volume fraction, (1 - Vv) x V_total / N, rather than measured. Any error in the cell volume or numerical density moves all three shares together. Nothing downstream may treat them as three independent measurements or propagate independent uncertainties on them.",False,False,
p_e0ba1f702a,p00675,L1,proliferative_zone,direction of proliferative zone height change with age,decreasing,,,qualitative,"human rib, birth to adolescence, greatest change in first year",human,,,,byers2000,absolute heights not available from abstract,False,False,
p_8dc8e3d484,p00676,L1,proliferative_zone,"direction of cartilage septae number change with age, proliferative zone",decreasing,,,qualitative,"human rib, birth to adolescence",human,,,,byers2000,not reported,False,False,
p_9887b4f069,p00677,L1,proximal_humerus_plate,share of humeral longitudinal growth,80,80.0,80.0,% of humeral length,"human, overall",human,,,,pritchett1991,n = 200 subjects,False,False,
p_b4b84d4825,p00678,L1,proximal_humerus_plate,share of humeral growth before age 2,less than 75,,,% of humeral length,human,human,,,,pritchett1991,n = 200,False,False,
p_fd4dd6b957,p00679,L1,proximal_humerus_plate,share of humeral growth at age 8,85,85.0,85.0,% of humeral length,human,human,,,,pritchett1991,n = 200,False,False,
p_877684ddf8,p00680,L1,proximal_humerus_plate,share of humeral growth after age 11,90,90.0,90.0,% of humeral length,human; constant thereafter,human,,,,pritchett1991,n = 200,False,False,
p_260061cde1,p00681,L1,proximal_humerus_plate,"humeral growth rate, girls",1.2,1.2,1.2,cm/year,"human, age 7 to skeletal maturity",human,,,,pritchett1988,n = 121 girls,False,False,
p_de3fd37974,p00682,L1,proximal_humerus_plate,"humeral growth rate, boys",1.3,1.3,1.3,cm/year,"human, age 7 to skeletal maturity",human,,,,pritchett1988,n = 123 boys,False,False,
p_d0f331cb89,p00683,L1,proximal_humerus_plate,humerus as a fraction of standing height,18 (age 7) to 19-20 (maturity),,,% of standing height,"human, girls and boys",human,,,,pritchett1988,n = 244,False,False,
p_479ab1c9c9,p00684,L1,proximal_tibia_plate,share of tibial longitudinal growth,57,57.0,57.0,% of tibial length,"human, overall across ages 7 to skeletal maturity",human,,,,pritchett1992,n = 244 children; range 50-80% by age and sex,False,False,
p_f3a15b417e,p00685,L1,proximal_tibia_plate,proliferative zone cell cycle time,30.9,30.9,30.9,h,28-day-old rat,rat,,,,wilsman1996a,fastest of the four plates studied,False,False,
p_12ad2f8939,p00686,L1,proximal_tibia_plate,elongation partition,9 / 32 / 59,,,% division / matrix / hypertrophy,28-day-old rat,rat,,,,wilsman1996,"not reported PROVENANCE FLAG, added 2026-08-06 by the transitive method audit: THIS IS A CALCULATED PARTITION, NOT A MEASUREMENT, and the paper states its assumptions plainly - 'the calculation of the relative contributions to elongation ... requires making two assumptions. First, we continue to assume steady-state kinetics over a short time span (24 hours). Second, we assume that the growth plate is modeled as a two-compartment system (cells and matrix).' The proliferative zones are further 'modeled as circular cylinders of diameter 1'. THE THREE SHARES ARE NOT INDEPENDENT ESTIMATES: they are one volume budget divided three ways and sum to 100% by construction, and matrix volume per cell is obtained as the COMPLEMENT of the cell volume fraction, (1 - Vv) x V_total / N, rather than measured. Any error in the cell volume or numerical density moves all three shares together. Nothing downstream may treat them as three independent measurements or propagate independent uncertainties on them.",False,False,
p_84660c4bef,p00687,L1,proximal_tibia_plate,new chondrocytes produced per day,16400,16400.0,16400.0,cells/day,28-day-old rat,rat,,,,wilsman1996,not reported,False,False,
p_aa2b568bba,p00688,L1,proximal_tibia_plate,chondrocyte loss rate per column,8,8.0,8.0,cells/day,"rat, steady-state growth",rat,,,,hunziker1987,one every 3 h,False,False,
p_1bd2c2553a,p00689,L1,proximal_tibia_plate,final hypertrophic chondrocyte volume,14000,14000.0,14000.0,fl,postnatal mouse,mouse,,,,cooper2013,approximate,False,False,
p_82430c8740,p00690,L1,proximal_tibia_plate,duration of the hypertrophic phase,2,2.0,2.0,days,"rat, constant across 21, 35 and 80 days",rat,,,,hunziker1989,approximate,False,False,
p_647d78792b,p00691,L1,resting_chondrocyte,human specimens yielding no labelled cells after in vitro tritiated thymidine exposure,2 of 4,,,specimens,"human growth plates, in vitro labelling",human,,,,thurston1985,author-reported; possible technical failure discussed by the authors,False,False,
p_55c38ded2d,p00692,L1,resting_chondrocyte,labelled cells in the inert (reserve) zone after 1 h tritiated thymidine,none detected,,,qualitative,"human distal femur (10 y) and metatarsals/fibula (18 mo), the two specimens in which the columnar zone labelled successfully; 1 h in vitro pulse",human,,,,thurston1985,"a 1 h pulse detects only cells in S phase during that hour, so this bounds the instantaneous labelling index rather than demonstrating quiescence: a cell cycling once a month would be missed with high probability. No cell count for the inert zone is reported, so the upper bound cannot be quantified. n=2 subjects.",False,False,
p_b09ac73d55,p00693,L1,resting_chondrocyte,labelled cells in the inert (reserve) zone after 1 h tritiated thymidine,present in 5 of 5,,,animals,"pig distal femur, five animals, same 1 h in vitro pulse and same processing as the human specimens",porcine,,,,thurston1985,presence/absence only; no inert-zone labelling index reported,False,False,
p_37a30c39f9,p00694,L1,resting_chondrocyte,inert (reserve) zone width,700-1000,700.0,1000.0,um,"human distal femur, 10-year-old girl",human,,,,thurston1985,range across the section; n=1 subject; decalcified paraffin histology,False,False,
p_62d69744cb,p00695,L1,resting_chondrocyte,inert (reserve) zone width,1000,1000.0,1000.0,um,"human metatarsals, 18-month-old girl; the distal fibula of the same child, described as grossly abnormal, measured about 500 um",human,,,,thurston1985,n=1 subject; the child's diagnosis is congenital absence of the tibia,False,False,
p_f100b4c54f,p00696,L1,resting_zone,resting zone height correlation with tibial growth rate,high linear correlation,,,qualitative,"mouse proximal tibia, neonate to young adult, histomorphometry",mouse,,,,wilson2021,linear model reported; coefficient not extractable from abstract,False,False,
p_2b2764af22,p00697,L1,saltation_stasis_growth,saltation amplitude,0.5-2.5,0.5,2.5,cm per event,"human infants, first 21 months, serial length measurement",human,,,,lampl1992,"range across events; n = 31 infants (19 female, 12 male)",False,False,
p_0fe0a333c5,p00698,L1,saltation_stasis_growth,stasis interval duration,2-63,2.0,63.0,days,"human infants, first 21 months",human,,,,lampl1992,range across intervals,False,False,
p_9c4d46c222,p00699,L1,saltation_stasis_growth,proportion of days without measurable growth,90-95,90.0,95.0,% of days,"human infants, first 21 months",human,,,,lampl1992,as stated by the authors,False,False,
p_6f7e8c8ae9,p00700,L1,saltation_stasis_growth,implied annualised velocity during a growth event,greater than 350,,,cm/year,recalculation of the saltation model by its critics,human,,,,klein1994,"critics' arithmetic, stated in the abstract",False,False,
p_0bd7609d5b,p00701,L1,saltation_stasis_growth,precision advantage of rabbit proximal tibial measurement over human anthropometry,15,15.0,15.0,fold,implanted marker measurement of daily growth rate,rabbit,,,,klein1994,as stated,False,False,
p_0ae7127f2d,p00702,L1,saltation_stasis_growth,shape of the daily growth velocity distribution,single Gaussian,,,qualitative,"rabbit proximal tibia, direct daily measurement",rabbit,,,,klein1994,interpreted by the authors as evidence of continuous growth,False,False,
p_d71caa27f7,p00703,L1,saltation_stasis_growth,fraction of elongation occurring during recumbency,90,90.0,90.0,% or more,"lamb tibia, implanted microtransducer sampled every 167 s for 21-25 days",ovine,,,,noonan2004,as stated,False,False,
p_bea122cbce,p00704,L1,septoclast,abundance at the chondro-osseous interface relative to osteoclasts,significantly more abundant,,,qualitative,"3-week-old wild-type mouse femur, FABP5 vs CD68/vATPase immunostaining",mouse,,,,sivaraj2022,n = 6 animals,False,False,
p_a56a190c81,p00705,L1,septoclast,proportion of septoclasts expressing the Pdgfra-GFP reporter,reported as a percentage in Fig. 1c,,,% of FABP5+ cells,3-week-old mouse femur chondro-osseous border,mouse,,,,sivaraj2022,"n = 6; exact percentage read from figure, not stated in text",True,False,
p_eb1242f1f2,p00706,L1,septoclast,primary studies of septoclasts in human tissue,0,0.0,0.0,studies,"Europe PMC query 'septoclast*', 54 records screened, 2026-08-05",human,,,,sivaraj2022,null result; see search log g_l1arch_003,False,False,
p_8a1d1c6c9c,p00707,L1,site_specific_growth_rate,distal femoral share of femoral growth,70,70.0,70.0,% of femoral length,"human, overall across ages 7 to maturity",human,,,,pritchett1992,n = 244 children; range 55-90% depending on age and sex,False,False,
p_9325eb32b4,p00708,L1,site_specific_growth_rate,proximal tibial share of tibial growth,57,57.0,57.0,% of tibial length,"human, overall across ages 7 to maturity",human,,,,pritchett1992,range 50-80% depending on age and sex,False,False,
p_d2af0e126c,p00709,L1,site_specific_growth_rate,proximal humeral share of humeral growth,80,80.0,80.0,% of humeral length,"human, overall; <75% before age 2, 85% at 8, 90% after 11",human,,,,pritchett1991,n = 200 subjects,False,False,
p_c00ef87c0d,p00710,L1,site_specific_growth_rate,distal radial share of radial growth,80,80.0,80.0,% of radial length,"human, overall; 85% at age 5, 90% by age 8",human,,,,pritchett1991,n = 200,False,False,
p_33137bd17b,p00711,L1,site_specific_growth_rate,distal ulnar share of ulnar growth,85,85.0,85.0,% of ulnar length,"human, overall; 90% by age 5, 95% after age 8",human,,,,pritchett1991,n = 200,False,False,
p_247339cc52,p00712,L1,site_specific_growth_rate,number of independent chondrocytic variables involved in differential growth,8,8.0,8.0,variables,"28-day-old rat, four growth plates; seven of the eight vary between plates",rat,,,,wilsman1996,"authors' model, validated by the match between calculated cell production and loss",False,False,
p_b3062725f9,p00713,L1,site_specific_growth_rate,spread in proliferative cell cycle time between plates of one animal,2.5,2.5,2.5,fold (30.9 to 76.3 h),28-day-old rat,rat,,,,wilsman1996a,difference significant at p<0.05,False,False,
p_5359af0730,p00714,L1,site_specific_growth_rate,age at which differential growth first appears,postnatal,,,qualitative,"rat, four plates sampled at 24 time points from gestational day 17",rat,,,,wilsman2008,"onset described as postnatal, correlated with hypertrophic volume and cell production changes",False,False,
p_f3497932fd,p00715,L1,terminal_cell_shape_modulation,final terminal cell height during growth acceleration,31.2 -> 38.5,,,um,"rat proximal tibia, 21 days (suckling) to 35 days (pre-pubertal growth spurt), stereology, n=6 per age; growth rate rose 20% over the same interval",rat,,,,hunziker1989,"+23%, P<0.02 (Wilcoxon signed rank); between-animal coefficients of error 6.6% at 21 d and 5.3% at 35 d. NOT A DIRECT MEASUREMENT - see the estimator rows below. hunziker1989 states in its own Methods that vertical cell height ""cannot be determined by direct measurement on histological sections"" and that the model-based route used instead is ""necessarily assumption-dependent"".",False,False,
p_0ec1d94d42,p00716,L1,terminal_cell_shape_modulation,final terminal cell lateral diameter during growth acceleration,29.9 -> 25.6,,,um,same animals and interval as the height measurement,rat,,,,hunziker1989,"-14%, P<0.03. The cell becomes TALLER AND NARROWER, which is why this is a shape change rather than a size change.",False,False,
p_225d058e53,p00717,L1,terminal_cell_shape_modulation,final terminal cell volume during growth acceleration,-13,-13.0,-13.0,% change,"rat proximal tibia, 21 to 35 days, while growth rate rose 20%",rat,,,,hunziker1989,"P<0.03. THE DECISIVE ROW: volume falls while growth rises, so volume is not the causal variable within a plate over time.",False,False,
p_f962b0258b,p00718,L1,terminal_cell_shape_modulation,aspect ratio (height/diameter) of the terminal cell,1.04 -> 1.50,,,dimensionless,"rat proximal tibia, derived from the reported heights (31.2, 38.5 um) and diameters (29.9, 25.6 um) at 21 and 35 days",rat,,,,hunziker1989,"DERIVED BY THIS ATLAS from two reported means; the paper does not report a ratio and no dispersion can be propagated from the published summary statistics. A 44% rise in aspect ratio accompanies a 20% rise in growth rate. Both inputs are model-derived, not measured - see the estimator rows immediately below.",False,False,
p_af0d989c66,p00719,L1,terminal_cell_shape_modulation,estimator behind every terminal cell HEIGHT value in hunziker1989,X(0deg) = 5 * mean cell volume / (pi * E{X^2(90deg)}),,,um,"super-egg of revolution about the vertical axis, shape exponent n=2.9, equation 8.11 of the method paper; oblate spheroid used instead for proliferative cells. hunziker1989 cites this paper for the procedure and states that no unbiased model-free estimator of vertical cell height exists.",rat,,,,cruzorive1986,"THE HEIGHT IS NOT A MEASUREMENT - it is mean cell VOLUME divided by a cell-WIDTH second moment, times a constant fixed by a shape exponent nobody measured. Verified by this atlas against the method paper's own worked example: 5 x 10760 um^3 / (pi x 484.9 um^2) = 35.32 um, against the 35.3 um printed in its Table 5. The volume and the width moment are both estimated by procedures the same paper calls unbiased; the height is not an additional observation on top of them.",False,False,
p_d1875e164a,p00720,L1,terminal_cell_shape_modulation,"coefficient of error of each estimator, one animal, five blocks",height 19.3 / 23.8; width 4.3 / 10.4; mean cell volume 3.1 / 7.8; numerical density 2.1 / 6.8,,,% (proliferative / hypertrophic),"rat proximal tibia, 80-100 g female Wistar, Table 5 of the method paper; a single animal, CEs computed across five blocks",rat,,,,cruzorive1986,"The height estimator is the least precise quantity in the table, by 3-6x. THIS IS NOT COMPARABLE TO hunziker1989's CEs, which are BETWEEN-ANIMAL over six animals (5.3-6.6% for height) - a different quantity, and the reason hunziker1989's P<0.02 is not attacked by this row. What this row bears on is estimator quality, not statistical significance.",False,False,
p_28e930a78d,p00721,L1,terminal_cell_shape_modulation,"orientation bias of the shape estimators, by zone",hypertrophic width biased HIGH and height biased LOW; proliferative the reverse,,,direction only,"section 10.5 of the method paper, on cells tilted away from the vertical axis: no unbiased estimator of either mean cell diameter exists, and the direct estimator ""will tend to underestimate X(90deg) for proliferative cells and to overestimate X(90deg) for hypertrophic cells, and the opposite will be the case for X(0deg)"".",rat,,,,cruzorive1986,"The bias magnitude is set by the distribution of cell and column TILT, which was never measured and is not held constant between the two ages hunziker1989 compares. A change in tilt alone moves the estimated height and the estimated width in OPPOSITE directions - which is the exact signature reported as evidence for shape modulation (height +23%, width -14%). This does not show the finding is wrong; it shows the finding is not protected against a confound the method paper names.",False,False,
p_50cba933a1,p00722,L1,terminal_cell_shape_modulation,direction in which the fixed shape exponent biases the reported height change,upward,,,direction only,"prefactor P(n) = (pi/4) x Gamma(1+1/n) x Gamma(1+2/n) / Gamma(1+3/n) in v = P(n) x X(0deg) x E{X^2(90deg)}; computed by this atlas at 0.524 (n=2, spheroid), 0.626 (n=2.9, the value used), 0.785 (n=infinity, cylinder). Height = v / (P x E{X^2}), so P and the estimated height move oppositely.",rat,,,,cruzorive1986,"DERIVED BY THIS ATLAS. n=2.9 was fixed once, on one animal at one age, and held for all three ages. A cell that becomes taller relative to its width is by construction moving toward the cylinder end of the family, i.e. toward higher n and higher P, so holding n fixed OVERSTATES the height rise. The estimator's fixed-shape assumption errs in the same direction as the claim it is used to support. Magnitude unknown, because nobody measured n at either age.",False,False,
p_e11c137d9c,p00723,L1,terminal_cell_shape_modulation,growth-rate budget reconstructed from hunziker1989's own tables,rate = (PZ height / proliferative cell height) x (24 / T_c) x terminal cell height,,,um/day,reconstructed by this atlas from Tables 1-3 of hunziker1989. 21 d: 27.90 x 0.2963 x 31.2 = 258 vs 276 measured (93.5%). 35 d: 17.81 x 0.4444 x 38.5 = 305 vs 330 (92.4%). 80 d: 9.51 x 0.4444 x 18.2 = 77 vs 85 (90.5%).,rat,,,,hunziker1989,"DERIVED BY THIS ATLAS, unreplicated. The budget closes to 90-94% at all three ages, which is good internal coherence. But it shows that ""cells produced per column per day is unchanged"" is not an independent measurement: proliferative cells per column is itself PZ height divided by the model-estimated PROLIFERATIVE cell height (226/8.1=27.9 vs 27 printed; 171/9.6=17.8 vs 18; 78/8.2=9.5 vs 9). So the height estimator sits in both the numerator and the denominator of the budget, and enters only as the RATIO h_term/h_prolif, in which any common multiplicative bias cancels exactly. That ratio rises just 4.1% (3.85 to 4.01) between 21 and 35 days, against the +23% headline. Under this factorisation the +19.6% growth rise is 0.638 x 1.500 x 1.234 - a 36% fall in proliferative cells per column, a 50% rise in cycles per day, and the height term. Same arithmetic, different attribution; ""almost exclusively cell height"" holds only if turnover is treated as measured rather than derived.",False,False,
p_f84ede4925,p00724,L1,terminal_cell_shape_modulation,internal consistency of hunziker1989 Table 2 under its own estimator,21 d ratio 1.140; 35 d ratio 1.098; 80 d ratio 0.793,,,implied E{X^2(90deg)} divided by the square of the reported mean diameter,"back-solving E{X^2(90deg)} = 5v / (pi x X(0deg)) from the printed terminal height, diameter and volume at each age, and comparing with the square of the printed diameter. E{X^2} must be greater than or equal to the square of the mean for any distribution.",rat,,,,hunziker1989,"DERIVED BY THIS ATLAS, unreplicated. At 21 and 35 days the triples are feasible and imply a diameter CV of 0.374 and 0.312. At 80 days they are NOT: the required E{X^2} is 21% below the square of the printed mean, which no distribution permits. The reported 80 d diameter would have to overstate the true width by at least 12%. That is precisely the bias the method paper attributes to this estimator in hypertrophic cells, so the most likely reading is a known, variable, zone-dependent width bias rather than an arithmetic error. The alternative readings - that E{X^2(90deg)} came from the unfolding algorithm rather than from the printed diameter row, or that a different exponent was used at 80 days - cannot be separated from the published tables. Either way the printed height and diameter columns are not mutually consistent under one fixed shape model.",False,False,
p_94c2088f33,p00725,L1,terminal_cell_shape_modulation,matrix volume produced per cell,0,0.0,0.0,% change,"rat proximal tibia, unchanged during BOTH acceleration (21-35 d) and deceleration (35-80 d)",rat,,,,hunziker1989,not significantly different in either comparison. Matrix is a large contributor to elongation but is not a regulator of it - the authors' own conclusion is that cartilage matrix plays a subordinate role in regulating growth rate.,False,False,
